name,url
Laptop ASUS ROG Strix G16 G614PM-RV233W (Ryzen 9 8940HX | RTX 5060 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-asus-rog-strix-g16-g614pm-rv233w
Laptop ASUS ROG Strix G16 G614PM-S5181WS (Ryzen 9 | RTX 5060 | 16GB | 1TB | 2.5K),https://xgear.net/products/laptop-asus-rog-strix-g16-g614pm-s5181ws
Laptop ASUS ROG Strix G16 G614PM-TS147W (Ryzen 9 8940HX | RTX 5060 | 16GB | 512GB | 2.5K),https://xgear.net/products/laptop-asus-rog-strix-g16-g614pm-ts147w
Laptop ASUS ROG Strix G16 G614PP TS112W (Ryzen 9 8940HX | RTX 5070 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-asus-rog-strix-g16-g614ppts112w
Laptop ASUS ROG Strix G16 G614PR TS103W (Ryzen 9 8940HX | RTX 5070Ti | 16GB | 512GB | 16 inch 2.5K 100% sRGB),https://xgear.net/products/laptop-asus-rog-strix-g16-g614pr-ts103w
Laptop ASUS ROG Strix G16 G614PW TS051W (Ryzen 9 8940HX | RTX 5080 | 16GB | 1TB | 16 inch),https://xgear.net/products/laptop-asus-rog-strix-g16-g614pw-ts051w
Laptop ASUS ROG Strix G16 G615JHR-S5069W,https://xgear.net/products/laptop-asus-rog-strix-g16-g615jhr-s5069w
Laptop ASUS ROG Strix G16 G615JMR-S5155W (Core i7 14650HX | RTX 5060 | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-asus-rog-strix-g16-g615jmr-s5155w
Laptop ASUS ROG Strix G16 G615JPR-S5107W (i7-14650HX | RTX 5070 | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-asus-rog-strix-g16-g615jpr-s5107w
Laptop ASUS ROG Strix G16 G615LR-S5238W,https://xgear.net/products/laptop-asus-rog-strix-g16-g615lr-s5238w
Laptop ASUS ROG Strix G16 G615LR-S5289W,https://xgear.net/products/laptop-asus-rog-strix-g16-g615lr-s5289w
Laptop ASUS ROG Strix G16 G615LW-S5135W,https://xgear.net/products/laptop-asus-rog-strix-g16-g615lw-s5135w
Laptop ASUS ROG Strix G16 G615LW-S5219W,https://xgear.net/products/laptop-asus-rog-strix-g16-g615lw-s5219w
Laptop ASUS ROG Zephyrus G14 GU405AW-SY029W,https://xgear.net/products/laptop-asus-rog-zephyrus-g14-gu405aw-sy029w
Laptop Gaming ASUS ROG Zephyrus G16 GU606AW TB052WS (Ultra 9 386H | RTX 5080 | 64GB | 1TB | 16.0 WQXGA OLED 240Hz),https://xgear.net/products/laptop-asus-rog-zephyrus-gu606aw-tb052ws
Laptop Asus TUF F16 FX608JHI-TU210W,https://xgear.net/products/laptop-asus-tuf-f16-fx608jhi-tu210w
Laptop Gaming ASUS TUF A16 FA608UHI TU121W (AMD Ryzen 7 260 | 16GB | 512GB | RTX 5050 | 16.0 FHD+ 144Hz),https://xgear.net/products/laptop-asus-tuf-fa608uhi-tu121w
Laptop ASUS TUF Gaming A14 FA401EA-RG034W (Ryzen AI MAX+ 392 | Radeon 8060S | 64GB | 1TB | 2.5K),https://xgear.net/products/laptop-asus-tuf-gaming-a14-fa401ea-rg034w
Laptop ASUS TUF Gaming A14 FA401GM-RG013W (Ryzen AI 9 465 | RTX 5060 | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-asus-tuf-gaming-a14-fa401gm-rg013w
Laptop ASUS TUF Gaming A14 FA401KM-RG010WS (Ryzen AI 7 | RTX 5060 | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-asus-tuf-gaming-a14-fa401km-rg010ws-ryzen-ai-7-rtx-5060
Laptop Asus TUF Gaming A15 FA506NCG-HN184W (Ryzen 7 | RTX 3050 | 16GB | 512GB | FHD),https://xgear.net/products/laptop-asus-tuf-gaming-a15-fa506ncg-hn184w
Laptop ASUS TUF Gaming A16 FA608UH-RV106W ( Ryzen 7 | RTX 5050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-asus-tuf-gaming-a16-fa608uh-rv106w
Laptop Gaming ASUS TUF A16 FA608UMI TU162W (AMD Ryzen 7 260 | 16GB| 512GB| RTX 5060 | 16.0 FHD+ 144Hz),https://xgear.net/products/laptop-asus-tuf-gaming-a16-fa608umi-tu162w
Laptop ASUS TUF Gaming F16 FX608JH-RV039W,https://xgear.net/products/laptop-asus-tuf-gaming-f16-fx608jh-rv039w
Laptop ASUS TUF Gaming F16 FX608JH-RV131W (i5-13450HX | RTX 5050 | 32GB | 512GB | 100% sRGB),https://xgear.net/products/laptop-asus-tuf-gaming-f16-fx608jh-rv131w
Laptop Gaming ASUS TUF Gaming F16 FX608JHR-RV037W (Core i7-14650HX | RTX 5050 | 16GB | 1TB | 100% sRGB),https://xgear.net/products/laptop-asus-tuf-gaming-f16-fx608jhr-rv037w
Laptop ASUS TUF Gaming F16 FX608JMR-RV048W,https://xgear.net/products/laptop-asus-tuf-gaming-f16-fx608jmr-rv048w
Laptop ASUS TUF Gaming F16 FX608JPR-RV044W,https://xgear.net/products/laptop-asus-tuf-gaming-f16-fx608jpr-rv044w
Laptop Gaming ASUS TUF A14 FA401EA RG041W ( AMD Ryzen AI MAX+ 392 | Radeon 8060S| 32GB | 512GB | 14.0 WQXGA 165Hz ),https://xgear.net/products/laptop-asus-tuf-gaming-fa401ea-rg041w
Laptop Asus TUF Gaming FA506NCQ - HN005W,https://xgear.net/products/laptop-asus-tuf-gaming-fa506ncq-hn005w
Laptop ASUS Vivobook 16X K3605VC-RP491W,https://xgear.net/products/laptop-asus-vivobook-16x-k3605vc-rp491w
Laptop ASUS Zenbook DUO UX8407AA-SN138WS (Ultra X9 388H | Arc™ Graphics | 32 GB | 1TB | 14 inch),https://xgear.net/products/laptop-asus-zenbook-duo-ux8407aa-sn138ws
Laptop Gaming Acer Aspire 7 A715 59G 53GZ,https://xgear.net/products/laptop-gaming-acer-aspire-7-a715-59g-53gz
Laptop Gaming Acer Aspire 7 A715 59G 73LB,https://xgear.net/products/laptop-gaming-acer-aspire-7-a715-59g-73lb
Laptop Gaming Acer Aspire 7 A715 59G 78WG,https://xgear.net/products/laptop-gaming-acer-aspire-7-a715-59g-78wg
Laptop Gaming Acer Nitro 16 AI ProPanel AN16S 61 R5F4,https://xgear.net/products/laptop-gaming-acer-nitro-16-ai-propanel-an16s-61-r5f4
Laptop Gaming Nitro ProPanel ANV15-42-R5EF,https://xgear.net/products/laptop-gaming-acer-nitro-anv15-42-r5ef
Laptop Gaming Nitro ProPanel ANV16S-71-58WQ,https://xgear.net/products/laptop-gaming-acer-nitro-anv16s-71-58wq
Laptop Gaming Nitro ProPanel ANV16-72-71T9,https://xgear.net/products/laptop-gaming-acer-nitro-anv16s-71-71t9
"Laptop Gaming Acer Nitro Lite 16 NL16 71G 56WQ (Intel Core i5-13420H, RTX 3050 6GB, 165Hz)",https://xgear.net/products/laptop-gaming-acer-nitro-lite-16-nl16-71g-56wq
Laptop Gaming Acer Nitro Lite 16 NL16-71G 71FN,https://xgear.net/products/laptop-gaming-acer-nitro-lite-16-nl16-71g-71fn
Laptop Gaming Acer Nitro Lite 16 NL16 71G 71UJ (Core i7 | RTX 3050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-acer-nitro-lite-16-nl16-71g-71uj
Laptop Gaming Acer Nitro ProPanel ANV15-42-R9EH,https://xgear.net/products/laptop-gaming-acer-nitro-propanel-anv15-42-r9eh
Laptop gaming Acer Nitro ProPanel ANV15-52-50RB,https://xgear.net/products/laptop-gaming-acer-nitro-propanel-anv15-52-50rb
Laptop Gaming Acer Nitro ProPanel ANV15-52-74UM,https://xgear.net/products/laptop-gaming-acer-nitro-propanel-anv15-52-74um
Laptop Gaming Nitro ProPanel ANV15-41-R0FE,https://xgear.net/products/laptop-gaming-acer-nitro-v-15-propanel-anv15-41-r0fe
Laptop gaming Acer Nitro V 15 ProPanel ANV15 41 R0Y4,https://xgear.net/products/laptop-gaming-acer-nitro-v-15-propanel-anv15-41-r0y4
Laptop Gaming Nitro ProPanel ANV15-41-R7CR,https://xgear.net/products/laptop-gaming-acer-nitro-v-15-propanel-anv15-41-r7cr
Laptop Gaming Acer Nitro V 15 ProPanel ANV15-51-534U,https://xgear.net/products/laptop-gaming-acer-nitro-v-15-propanel-anv15-51-534u
Laptop Gaming Nitro ProPanel ANV15-52-50VA,https://xgear.net/products/laptop-gaming-acer-nitro-v-15-propanel-anv15-52-50va
Laptop Gaming Acer Nitro V 15 ProPanel ANV15-52-59RR (Core 5 | RTX 5050 | 16GB | 512GB | 100% sRGB),https://xgear.net/products/laptop-gaming-acer-nitro-v-15-propanel-anv15-52-59rr
Laptop Gaming Nitro ProPanel ANV15-52-73Z8,https://xgear.net/products/laptop-gaming-acer-nitro-v-15-propanel-anv15-52-73z8
Laptop Gaming Nitro ProPanel AN16S-61-R193,https://xgear.net/products/laptop-gaming-acer-nitro-v-16s-ai-propanel-an16s-61-r193
Laptop Gaming Nitro ProPanel ANV16S-41-R337,https://xgear.net/products/laptop-gaming-acer-nitro-v-16s-ai-propanel-anv16s-41-r337
Laptop Gaming Nitro ProPanel ANV16S-61-R0B8,https://xgear.net/products/laptop-gaming-acer-nitro-v-16s-ai-propanel-anv16s-61-r0b8
Laptop Gaming Nitro ProPanel ANV16S-61-R7KQ,https://xgear.net/products/laptop-gaming-acer-nitro-v-16s-ai-propanel-anv16s-61-r7kq
Laptop Gaming Nitro ProPanel ANV16S-61-R9ZV,https://xgear.net/products/laptop-gaming-acer-nitro-v-16s-ai-propanel-anv16s-61-r9zv
Laptop Gaming Acer Nitro V 16S AI ProPanel ANV16S 71 75LR,https://xgear.net/products/laptop-gaming-acer-nitro-v-16s-ai-propanel-anv16s-71-75lr
Laptop gaming Acer Nitro V ANV15-41-R1JY,https://xgear.net/products/laptop-gaming-acer-nitro-v-anv15-41-r1jy
Laptop gaming Acer Nitro V ANV15-41-R732,https://xgear.net/products/laptop-gaming-acer-nitro-v-anv15-41-r732
Laptop Gaming Acer Nitro V ANV15 41 R9M1,https://xgear.net/products/laptop-gaming-acer-nitro-v-anv15-41-r9m1
Laptop Gaming Acer Nitro V ANV16 41 R36Y,https://xgear.net/products/laptop-gaming-acer-nitro-v-anv16-41-r36y-nh-qp1sv-004
Laptop Gaming Acer Nitro V ANV16 41 R6ZY,https://xgear.net/products/laptop-gaming-acer-nitro-v-anv16-41-r6zy
Laptop Gaming Acer Nitro V ANV16 41 R7EN,https://xgear.net/products/laptop-gaming-acer-nitro-v-anv16-41-r7en-nh-qp2sv-004
Laptop gaming Acer Nitro V ProPanel ANV15 52 59AA,https://xgear.net/products/laptop-gaming-acer-nitro-v-propanel-anv15-52-59aa
Laptop Gaming Acer Nitro V ProPanel ANV15 52 72BM,https://xgear.net/products/laptop-gaming-acer-nitro-v-propanel-anv15-52-72bm
Laptop Gaming Acer Predator Helios 16 AI PH16 73 950C,https://xgear.net/products/laptop-gaming-acer-predator-helios-16-ai-ph16-73-950c
Laptop Gaming Acer Predator Helios 18 PH18 73 93P0,https://xgear.net/products/laptop-gaming-acer-predator-helios-18-ph18-73-93p0
Laptop Gaming Acer Predator Helios 18 PH18 73 98AQ,https://xgear.net/products/laptop-gaming-acer-predator-helios-18-ph18-73-98aq
Laptop gaming Acer Predator Helios Neo 14 PHN14 51 99Y8,https://xgear.net/products/laptop-gaming-acer-predator-helios-neo-14-phn14-51-99y8
Laptop Gaming Acer Predator Helios Neo 16 AI PHN16 73 757W,https://xgear.net/products/laptop-gaming-acer-predator-helios-neo-16-ai-phn16-73-757w
Laptop Gaming Acer Predator Helios Neo 16 AI PHN16 73 98S4,https://xgear.net/products/laptop-gaming-acer-predator-helios-neo-16-ai-phn16-73-98s4
Laptop gaming Acer Predator Helios Neo 16 PHN16 I31 72XE,https://xgear.net/products/laptop-gaming-acer-predator-helios-neo-16-phn16-i31-72xe
Laptop gaming Acer Predator Helios Neo 16 PHN16 I31 74MN,https://xgear.net/products/laptop-gaming-acer-predator-helios-neo-16-phn16-i31-74mn
Laptop gaming Acer Predator Helios Neo 16S PHN16S 71 95MS,https://xgear.net/products/laptop-gaming-acer-predator-helios-neo-16s-phn16s-71-95ms
Laptop gaming Acer Predator Helios Neo 16 PHN16 I31 50H7,https://xgear.net/products/laptop-gaming-acer-predator-helios-phn16-i31-50h7
Laptop gaming Acer Predator Triton 14 AI PT14-52T-99TU,https://xgear.net/products/laptop-gaming-acer-predator-triton-14-ai-pt14-52t-99tu
Laptop gaming Acer Predator Triton Neo 16 PTN16 51 78JQ,https://xgear.net/products/laptop-gaming-acer-predator-triton-neo-16-ptn16-51-78jq
Laptop Gaming AI ASUS ROG Zephyrus G14 GA403WM-QS058WS (Ryzen AI 9 | RTX 5060 | 32 GB | 1 TB | 3K),https://xgear.net/products/laptop-gaming-ai-asus-rog-zephyrus-g14-ga403wm-qs058ws
Laptop Gaming Asus AI V16 K3607VJ-RP092W,https://xgear.net/products/laptop-gaming-asus-ai-v16-k3607vj-rp092w
Laptop Gaming Asus AI V16 K3607VJ-RP106W,https://xgear.net/products/laptop-gaming-asus-ai-v16-k3607vj-rp106w
Laptop Gaming Asus AI V16 K3607VU-RP280W,https://xgear.net/products/laptop-gaming-asus-ai-v16-k3607vu-rp280w
Laptop Gaming Asus AI V16 V3607VH-RP024W (Core 5 | RTX 5050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vh-rp024w
Laptop Gaming Asus AI V16 V3607VH-RP025W (Core 7 240H | RTX 5050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vh-rp025w
Laptop Gaming Asus AI V16 V3607VH-RP084W (Core 5-210H | RTX 5050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vh-rp084w
Laptop Gaming Asus AI V16 V3607VJ-RP071W (Core 5 210H | RTX 3050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vj-rp071w
Laptop Gaming Asus AI V16 V3607VJ-TK189W (Core 5 | RTX 3050 | 16GB | 512GB | 144Hz),https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vj-tk189w-core-5-rtx-3050-16gb-512gb-144hz
Laptop Gaming Asus AI V16 V3607VM-RP044W,https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vm-rp044w
Laptop Gaming Asus AI V16 V3607VU-RP192W,https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vu-rp192w
Laptop Gaming Asus AI V16 V3607VU-RP216W (Core 7 | RTX 4050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vu-rp216w
Laptop Gaming Asus AI V16 V3607VU-RP290W (Core 5 | RTX 4050 | 16GB | 512GB | 144Hz),https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vu-rp290w
Laptop Gaming Asus AI V16 V3607VU-RP343W,https://xgear.net/products/laptop-gaming-asus-ai-v16-v3607vu-rp343w
Laptop Gaming ASUS ROG Flow Z13 GZ302EA-RU145WS (Ryzen AI MAX | AMD Radeon | 128GB | 1TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-flow-z13-gz302ea-ru145ws
Laptop Gaming ASUS ROG Zephyrus G14 GA403GM-SY164W (AMD Ryzen AI 9 465 | RTX 5060 | 16GB | 512GB | 14.0 3K OLED 120Hz),https://xgear.net/products/laptop-gaming-asus-rog-ga403gm-sy164w
Laptop Gaming Asus ROG Strix G15 G513IE HN729W,https://xgear.net/products/laptop-gaming-asus-rog-strix-g15-g513ie-hn729w
Laptop Gaming Asus ROG Strix G16 G614PH - RV176W ( Ryzen 9 8940HX | 16GB | 512GB | RTX 5050 ),https://xgear.net/products/laptop-gaming-asus-rog-strix-g16-g614ph-rv176w
Laptop Gaming Asus ROG Strix G16 G615LR-S5335W (Ultra 9 275HX | RTX 5070Ti | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-strix-g16-g615lr-s5335w
Laptop Gaming ASUS ROG Strix G18 G815JPR-S9057W,https://xgear.net/products/laptop-gaming-asus-rog-strix-g18-g815jpr-s9057w
Laptop Gaming Asus ROG Strix G18 G815LM-S9088W,https://xgear.net/products/laptop-gaming-asus-rog-strix-g18-g815lm-s9088w
Laptop Gaming Asus ROG Strix G18 G815LP-S9102W,https://xgear.net/products/laptop-gaming-asus-rog-strix-g18-g815lp-s9102w
Laptop Gaming ASUS ROG Strix G18 G815LR-S9211W,https://xgear.net/products/laptop-gaming-asus-rog-strix-g18-g815lr-s9211w
Laptop Gaming Asus ROG Strix G18 G815LR-S9270W (Ultra 9 275HX | RTX 5070Ti | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-strix-g18-g815lr-s9270w
Laptop Gaming ASUS ROG Strix G18 G815LW-S9164W,https://xgear.net/products/laptop-gaming-asus-rog-strix-g18-g815lw-s9164w
Laptop Gaming Asus ROG Strix SCAR 16 G635LR-RW118W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-16-g635lr-rw118w
Laptop Gaming Asus ROG Strix SCAR 16 G635LW-RW175W (Ultra 9 | RTX 5080 | 64GB | 4TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-16-g635lw-rw175w
Laptop Gaming Asus ROG Strix SCAR 16 G635LX-RW179W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-16-g635lx-rw179w
Laptop Gaming Asus ROG Strix SCAR 16 G635LX-RW192W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-16-g635lx-rw192w
Laptop Gaming Asus ROG Strix SCAR 18 G835LR-SA111W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-18-g835lr-sa111w
Laptop Gaming Asus ROG Strix SCAR 18 G835LR-SA130W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-18-g835lr-sa130w
Laptop Gaming Asus ROG Strix SCAR 18 G835LW-SA172W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-18-g835lw-sa172w
Laptop Gaming Asus ROG Strix SCAR 18 G835LW-SA193W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-18-g835lw-sa193w
Laptop Gaming Asus ROG Strix SCAR 18 G835LX-SA193W,https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-18-g835lx-sa193w
Laptop Gaming ASUS ROG Strix SCAR 18 G835LX-SA208W (Ultra 9 | RTX 5090 | 64GB | 2TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-18-g835lx-sa208w
Laptop Gaming Asus ROG Strix Scar 18 G835LXG - TQ473W ( Ultra 9 290HX | 32GB | 2TB | RTX 5090 24GB ),https://xgear.net/products/laptop-gaming-asus-rog-strix-scar-18-g835lxg-tq473w
Laptop Gaming ASUS ROG Zephyrus Duo GX651AX-SR050WS (Ultra 9 386H | RTX 5090 | 64GB | 2TB | 16 inch 3K OLED),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-duo-gx651ax-sr050ws
"Laptop Asus ROG Zephyrus G14 GA403GM SY004W (Ryzen AI 9 465, RTX 5060 8GB GDDR7, 3K OLED)",https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403gm-sy004w
Laptop Gaming Asus ROG Zephyrus G14 GA403WM-QS019WS,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403wm-qs019ws
Laptop Gaming Asus ROG Zephyrus G14 GA403WM-QS051WS (Ryzen AI 9 | RTX 5060 | 32GB | 1TB | 3K),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403wm-qs051ws
Laptop Gaming ASUS ROG Zephyrus G14 GA403WP-QS045WS (Ryzen AI 9 | RTX 5070 | 32GB | 1TB | 3K),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403wp-qs045ws
Laptop Gaming Asus ROG Zephyrus G14 GA403WR-QS103WS,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403wr-qs103ws
Laptop Gaming Asus ROG Zephyrus G14 GA403WR-QS156WS,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403wr-qs156ws
Laptop Gaming Asus ROG Zephyrus G14 GA403WW-QS098WS,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403ww-qs098ws
Laptop Gaming Asus ROG Zephyrus G14 GA403WW-QS136WS,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403ww-qs136ws
Laptop Gaming Asus ROG Zephyrus G14 GA403WW-QS145WS (Ryzen AI 9 | RTX 5080 | 32GB | 2TB | 3K),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-ga403ww-qs145ws
Laptop Gaming Asus ROG Zephyrus G14 GU405AR SY016W (Ultra 9 386H | RTX 5070 Ti | 32GB | 1TB | 14 inch),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g14-gu405ar-sy016w
Laptop Gaming Asus ROG Zephyrus G16 GU605CM-QR039W,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu605cm-qr039w
Laptop Gaming Asus ROG Zephyrus G16 GU605CM-QR078W (Ultra 9 | RTX 5060 | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu605cm-qr078w
Laptop Gaming Asus ROG Zephyrus G16 GU605CR-QR107W (Ultra 9 285H | RTX 5070Ti | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu605cr-qr107w
Laptop Gaming Asus ROG Zephyrus G16 GU605CR-QR137W,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu605cr-qr137w
Laptop Gaming Asus ROG Zephyrus G16 GU605CR-QR265WS (Ultra 9 | RTX 5070 Ti | 32GB | 1TB | 2.5K),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu605cr-qr265ws
Laptop Gaming Asus ROG Zephyrus G16 GU605CX-QR083W,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu605cx-qr083w
Laptop Gaming Asus ROG Zephyrus G16 GU605CX-QR147W,https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu605cx-qr147w
Laptop Gaming Asus ROG Zephyrus G16 GU606AM-TB032W (Ultra 9 386H | RTX 5060 | 32GB | 1TB | 16 inch),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu606am-tb032w
Laptop Gaming Asus ROG Zephyrus G16 GU606AR-TB027W (Core Ultra 9 386H | RTX 5070Ti | 32GB | 1TB | 16 inch 2.5K OLED),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu606ar-tb027w
Laptop Gaming Asus ROG Zephyrus G16 GU606AX-TB042WS (Ultra 9 386H | 64GB | 2TB | RTX 5090 24GB | 16inch OLED 240Hz),https://xgear.net/products/laptop-gaming-asus-rog-zephyrus-g16-gu606ax-tb042ws
Laptop Gaming Asus TUF A15 FA507NU LP045W,https://xgear.net/products/laptop-gaming-asus-tuf-a15-fa507nu-lp045w
Laptop Gaming Asus TUF A15 FA507XI LP420W,https://xgear.net/products/laptop-gaming-asus-tuf-a15-fa507xi-lp420w
Laptop Gaming Asus TUF A16 FA607NUG-RL129W,https://xgear.net/products/laptop-gaming-asus-tuf-a16-fa607nug-rl129w
Laptop Gaming Asus TUF A16 FA607NUQ RL007W (Ryzen 7 170 | RTX 4050 | 16GB | 512 GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-tuf-a16-fa607nuq-rl007w
Laptop Gaming Asus TUF A16 FA608PP-RV089W (Ryzen 9 8940HX | RTX 5070 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-tuf-f16-fa608pp-rv089w
Laptop Gaming Asus TUF A16 FA608UM-RV266W (Ryzen 7 260 | RTX 5060 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-tuf-f16-fa608um-rv266w
Laptop Gaming Asus TUF F16 FX607VJ-RL034W,https://xgear.net/products/laptop-gaming-asus-tuf-f16-fx607vj-rl034w
Laptop Gaming Asus TUF F16 FX607VJB-RL151W,https://xgear.net/products/laptop-gaming-asus-tuf-f16-fx607vjb-rl151w
Laptop Gaming Asus TUF F16 FX607VU-RL045W,https://xgear.net/products/laptop-gaming-asus-tuf-f16-fx607vu-rl045w
"Laptop Gaming Asus TUF F16 FX608JH-QT127W (Core i5-13450HX, RTX 5050, 2K 100% SRGB 165Hz)",https://xgear.net/products/laptop-gaming-asus-tuf-f16-fx608jh-qt127w
Laptop Asus TUF F16 FX608JHI-TU209W (i7-14650HX | RTX 5050 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-tuf-f16-fx608jhi-tu209w
Laptop Asus TUF F16 FX608JM-RV081W (Core i5-13450HX | RTX 5060 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-tuf-f16-fx608jm-rv081w
Laptop Asus TUF F16 FX608JMI TU241W (i7-14650HX | RTX 5060 | 16GB | 512GB | 16 inch),https://xgear.net/products/laptop-gaming-asus-tuf-f16-fx608jmi-tu241w
Laptop Gaming Asus TUF Gaming F16 FX607VJ - RL035W,https://xgear.net/products/laptop-gaming-asus-tuf-gaming-f16-fx607vj-rl035w
